Player,Team,Position,Age,Matches played,Minutes played,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Assists,Assists per 90,xA,xA per 90,Second assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",Successful attacking actions per 90,Goals,Goals per 90,Non-penalty goals,xG,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Conceded goals,Conceded goals per 90,xG against,xG against per 90,Prevented goals,Prevented goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",Exits per 90,GK Aerial duels per 90
Fábio,Nantes,LB,31,15,1073,13,11.99,59.44,3.52,50,0.25,5.12,5.17,1.68,0,0,0.26,0.02,0.08,0.08,0,0.17,4.86,70.69,1.85,36.36,0.17,50,0.25,0.25,7.47,76.4,31.96,75.59,15.68,67.38,4.36,50,5.99,2,0.11,2,2.33,0.13,1.45,19.23,7.692,2.24,30,7.38,62.12,12.31,47.27,4.31,3.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fran García,Rayo Vallecano,LB,22,20,1975,9.93,7.97,65.71,1.87,39.02,0.18,4.69,6.76,0.87,0,0,1.32,0.06,0,0.23,40,0.32,4.15,63.74,2.6,42.11,0.36,25,0.27,1.14,7.75,68.82,35,78.91,12.49,70.07,4.15,45.05,2.69,1,0.07,1,1.36,0.09,0.66,20,10,3.88,33.9,2.76,42.86,5.45,37.35,1.77,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G. Biancone,Troyes,LB,21,17,1335,10.52,7.15,61.32,4.92,54.79,0.2,5.6,6.5,1.28,1,0.07,0.73,0.05,0,0.2,33.33,0.4,4.25,65.08,3.71,38.18,0.61,66.67,0.47,1.62,8.63,64.84,38.43,74.39,12.81,65.26,2.97,59.09,1.45,1,0.11,1,0.48,0.05,0.56,20,20,1,22.22,2.34,38.1,5.35,39.58,0.56,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G. Konan,Reims,LB,25,17,1597,9.47,5.41,67.71,1.41,56,0.23,5.58,6.24,0.79,2,0.11,1.43,0.08,0,0.68,58.33,0.39,4.51,72.5,2.71,33.33,0.62,18.18,0.34,0.96,9.41,71.86,35.67,77.88,14.48,73.54,2.99,47.17,1.45,0,0,0,0.67,0.06,0.45,20,0,1.45,18.75,1.36,66.67,3.08,47.06,1.99,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G. Kyriakopoulos,Sassuolo,LB,25,14,777,9.03,7.88,54.41,1.27,45.45,0.23,4.63,6.7,1.27,1,0.12,1.66,0.19,0,0,0,0.69,3.59,74.19,3.82,27.27,0.46,0,0.58,1.04,7.76,79.1,51.78,83.89,16.33,79.43,4.4,55.26,1.99,0,0,0,0.76,0.05,0.62,20,0,2.73,38.64,1.06,64.71,2.24,52.78,0.44,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I. Jakobs,Monaco,LB,22,15,783,10.92,8.39,60.27,3.33,65.52,0,4.6,6.63,1.26,0,0,0.87,0.1,0,0.46,0,0.46,8.28,54.17,5.63,30.61,1.03,33.33,0.57,1.15,11.72,65.69,54.6,74.53,18.28,57.86,6.21,38.89,5.06,1,0.06,1,0.38,0.02,0.58,22.22,11.111,6.09,42.11,3.14,69.39,6.35,56.57,1.03,3.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I. Perišić,Internazionale,LB,32,18,1501,7.61,5.22,50.57,2.94,57.14,0.12,4.56,6.53,1.08,1,0.06,2.77,0.17,0,0.48,25,0.54,3.48,56.9,3.9,53.85,0.42,14.29,1.26,1.92,6.54,82.57,35.92,77.96,9.17,73.86,2.46,56.1,2.31,0,0,0,0.36,0.02,0.5,22.22,0,2.81,39.22,1.65,50,3.47,49.21,1.16,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I. Udogie,Udinese,LB,19,17,1155,9.74,8.81,56.64,1.87,41.67,0.16,4.6,4.94,1.48,1,0.08,0.23,0.02,0,0.08,0,0.08,2.49,78.13,1.01,38.46,0.08,0,0.62,0,3.66,63.83,26.81,82.85,11.3,77.93,1.17,46.67,5.46,0,0,0,0.31,0.01,0.42,22.22,0,3.77,32.5,5.79,69.92,10.59,57.78,0.71,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Iago,Augsburg,LB,24,14,1192,10.49,7.7,62.75,2.72,47.22,0.3,5.44,6.35,0.45,1,0.08,2.46,0.19,0,0.6,37.5,0.76,5.66,60,4.83,53.13,1.36,33.33,1.06,2.11,10.27,67.65,37.3,72.27,14.04,60.75,6.34,46.43,2.57,1,0.08,1,0.18,0.01,0.75,22.22,11.111,2.82,35.29,2.16,61.54,5.98,43.06,0,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Duverne,Brest,LB,24,20,1605,10.37,8.8,64.33,2.86,50.98,0.17,4.54,4.91,1.07,1,0.06,1.21,0.07,0.06,0.95,41.18,0.39,8.52,68.42,2.8,46,0.9,31.25,0.28,0.95,12.22,73.39,41.66,76.99,21.08,71.81,7.29,56.15,2.14,1,0.07,1,1.43,0.11,0.89,25,8.333,2.21,30,2.88,38.46,6.87,41.94,1.7,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Firpo,Leeds United,LB,25,13,994,10.41,9.69,63.55,2.54,57.14,0.09,3.98,5.95,1.9,0,0,0.72,0.06,0.09,0.63,28.57,0.27,5.16,71.93,1.27,64.29,0.72,25,1.09,0.36,7.88,81.61,39.93,83.45,17.93,82.32,2.9,65.63,1.91,1,0.06,1,0.26,0.01,0.23,25,25,3.09,23.64,1.91,52.94,4.5,41.25,0.51,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Hector,Köln,LB,31,16,1501,10.01,6.72,58.93,3.66,54.1,0.18,4.92,8.15,0.84,3,0.18,1.75,0.11,0.06,0.3,60,0.66,6.18,67.96,2.88,45.83,1.08,33.33,0.78,1.02,7.79,78.46,43.23,81,14.27,68.91,4.32,47.22,1.83,1,0.07,1,0.55,0.04,0.54,25,12.5,3.45,17.65,1.28,63.16,2.23,48.48,0.74,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Laursen,Arminia Bielefeld,LB,27,14,1097,9.11,5.41,71.21,2.22,33.33,0.33,5.25,5.6,0.66,0,0,0.37,0.03,0,0.25,0,0.08,4.1,66,2.71,27.27,0.41,40,0.33,0.66,6.65,55.56,30.85,72.07,12.88,64.33,3.28,47.5,2.6,0,0,0,0.69,0.03,0.55,25,0,3.24,36.62,1.78,66.67,3.24,49.3,0.87,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Maehle,Atalanta,LB,24,16,1219,7.16,5.61,59.21,1.85,48,0.07,3.69,5.02,0.52,1,0.07,0.68,0.05,0.07,0.37,40,0.37,2.81,78.95,2.44,48.48,0.15,0,1.11,0.81,6.94,70.21,42.67,84.43,11.37,77.92,2.88,64.1,2.04,0,0,0,0.1,0.01,0.48,25,0,1.68,35.71,2.16,61.11,3.6,63.33,0.24,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Mojica,Elche,LB,29,19,1755,9.18,6.31,65.04,1.18,65.22,0.15,4.92,6.32,0.82,2,0.1,3.3,0.17,0,0.26,20,0.56,4.46,70.11,4.1,37.5,0.62,16.67,0.36,1.44,11.9,63.36,44.87,75.09,18.21,70.42,7.79,56.58,2.27,2,0.23,2,0.68,0.08,1.25,27.27,18.182,3.29,34.48,1.93,41.18,4.43,35.9,2.04,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Roussillon,Wolfsburg,LB,29,13,897,7.63,5.22,57.69,0.9,55.56,0.2,4.31,6.08,0.6,0,0,0.57,0.06,0,0.1,100,0.3,4.92,69.39,2.91,41.38,0.2,100,0.1,1.3,8.83,77.27,39.53,76.65,13.95,71.94,3.71,45.95,3.49,3,0.36,3,1.4,0.17,1.69,28.57,21.429,2.65,40.91,3.73,45.16,8.19,35.29,3.01,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Stryger Larsen,Udinese,LB,30,11,730,3.95,4.07,48.48,2.22,33.33,0.12,1.85,2.02,0.49,1,0.12,0.56,0.07,0,0,0,0.25,3.21,69.23,1.36,36.36,0.25,0,0.25,0.37,6.78,61.82,25.64,79.33,9.62,71.79,3.45,57.14,2.24,2,0.12,2,1.12,0.07,0.42,28.57,28.571,2.37,20.51,3.09,50.98,6.97,36.52,0.85,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
J. Willems,Greuther Fürth,LB,27,14,1044,9.22,6.03,70,2.5,44.83,0,4.57,5.26,0.78,0,0,0.79,0.07,0,0.43,20,0.6,4.83,71.43,1.72,60,0.43,20,0.52,0.52,8.02,81.72,33.36,81.65,15.09,73.14,3.19,48.65,2.42,0,0,0,0.34,0.04,0.81,28.57,0,2.88,36,2.65,39.13,4.26,29.73,0.92,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jaume Costa,Mallorca,LB,33,13,1031,7.77,5.06,56.9,2.88,39.39,0.26,3.84,5.64,0.7,1,0.09,0.66,0.06,0,0.35,25,0.35,5.24,56.67,3.4,51.28,0.61,28.57,0.87,1.22,8.55,76.53,36.23,77.11,13.09,67.33,4.45,41.18,2.91,1,0.06,1,0.63,0.04,0.78,28.57,7.143,2.8,34,2.8,54,7.5,41.79,0.45,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Javi Galán,Celta de Vigo,LB,27,20,1912,11.11,10.5,67.26,1.69,44.44,0.24,3.91,5.91,1.32,1,0.05,1.15,0.05,0,0.24,40,0.19,3.53,61.33,3.62,37.66,0.56,41.67,0.33,1.22,7.44,72.15,40.53,80.02,11.34,69.71,3.62,55.84,1.48,0,0,0,1.22,0.09,0.78,30,0,0.7,0,3.27,38.1,8.57,33.64,1.17,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Cancelo,Manchester City,LB,27,20,1921,8.2,6.42,65.69,2.72,53.45,0.09,3.84,7.01,0.94,4,0.19,1.8,0.08,0.05,1.87,42.5,0.52,12.7,81.18,5.67,53.72,2.9,38.71,2.06,1.26,12.88,83.27,78.38,86.55,26.89,80.49,7.21,64.94,2.49,0,0,0,0.25,0.02,0.76,30,0,3.25,41.86,1.43,57.89,3.02,50,0.68,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jordi Alba,Barcelona,LB,32,14,1349,7.87,5.2,61.54,1.33,20,0.2,4.34,7.44,0.8,3,0.2,2.16,0.14,0,0.6,44.44,0.8,8.87,76.69,4.27,45.31,1.2,55.56,1.33,0.93,13.74,79.13,71.05,83.38,26.29,78.17,5.6,57.14,2.63,3,0.32,2,1.23,0.13,1.37,30.77,23.077,1.68,37.5,2.74,50,4.53,41.86,1.37,2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
José Gayá,Valencia,LB,26,14,1325,8.29,7.68,57.52,1.56,39.13,0.14,3.46,4.59,1.36,2,0.14,1.14,0.08,0,0.2,33.33,0.27,4.21,53.23,3.6,45.28,0.88,15.38,0.48,1.15,7.13,75.24,29.34,73.38,8.97,62.88,5.77,49.41,3.12,1,0.07,1,1.62,0.11,1.06,31.25,6.25,3.52,30.19,2.32,65.71,6.23,53.19,2.52,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
K. Tierney,Arsenal,LB,24,14,1279,6.19,4.08,58.62,1.97,35.71,0.14,3.73,4.77,0.28,3,0.21,1.07,0.08,0,0.21,33.33,0.35,4.15,66.1,3.31,42.55,0.35,20,0.56,1.27,7.32,72.12,36.24,79.03,10.41,68.24,3.8,44.44,3.45,3,0.19,3,1.52,0.1,1,31.25,18.75,3.2,27.45,3.76,53.33,6.52,50,2.2,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
K. Walker-Peters,Southampton,LB,24,15,1278,8.38,8.03,57.02,1.41,35,0.14,3.59,5.05,1.27,2,0.14,1.21,0.08,0.07,0.42,83.33,0.49,3.73,73.58,2.61,59.46,0.49,71.43,1.48,0.49,6.48,80.43,33.73,82.88,12.04,73.1,2.39,50,3.23,3,0.16,3,1.5,0.08,0.87,31.25,18.75,2.52,41.3,3.77,46.38,7.38,42.22,0.82,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
L. Digne,Everton,LB,28,13,1261,11.85,7.57,66.04,3.35,51.06,0.29,6.21,7.33,1.07,0,0,2.22,0.16,0,0.14,0,0.36,4,71.43,2.43,50,0.21,0,0.43,1.21,9.42,72.73,36.26,77.36,17.49,74.29,3.14,54.55,6.31,0,0,0,0.58,0.07,1.05,33.33,0,6.9,33.9,4.79,73.17,7.71,54.55,2.92,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
L. Netz,Borussia M'gladbach,LB,18,13,708,8.14,5.85,58.7,0.89,57.14,0.13,4.7,6.53,0.38,1,0.13,0.64,0.08,0.13,0.38,33.33,0.51,2.16,64.71,1.78,64.29,0.25,0,0.76,0.38,5.59,59.09,26.82,78.67,7.25,57.89,3.18,52,2.23,1,0.06,1,0.46,0.03,0.57,33.33,11.111,2.1,30.3,2.68,52.38,4.33,55.88,1.02,2.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
L. Ranieri,Salernitana,LB,22,16,1340,8.93,5.51,60.98,1.75,50,0.34,4.16,4.74,0.4,0,0,0.8,0.05,0,0.2,66.67,0.27,4.7,67.14,3.36,56,0.47,14.29,0.47,1.75,10.01,81.88,33.58,78.6,13.57,74.75,4.57,52.94,2.47,1,0.06,1,1.57,0.09,0.51,33.33,11.111,2.25,37.5,3.26,44.83,6.91,42.28,1.46,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
L. Shaw,Manchester United,LB,26,14,1265,7.61,6.76,53.68,2.21,51.61,0.36,3.56,4.84,1.57,1,0.07,2.79,0.2,0.14,0.43,16.67,0.28,6.26,71.59,2.63,29.73,1.14,31.25,0.36,0.36,7.33,79.61,47.95,83.09,16.08,79.65,2.99,47.62,2.09,1,0.06,1,0.6,0.04,0.18,33.33,33.333,2.44,21.95,2.38,52.5,4.59,53.25,0.24,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
L. Thomas,Leicester City,LB,20,10,978,11.41,8.56,56.99,2.58,39.29,0.46,6.26,8.13,0.55,0,0,0.61,0.06,0.09,0.46,60,0.18,5.15,58.93,1.75,52.63,0.55,33.33,0.64,0.28,7.09,70.13,38.74,80.76,16.38,70.22,4.05,36.36,1.6,0,0,0,0.44,0.04,0.24,33.33,0,1.68,23.81,1.6,45,3.21,50,0.8,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luan Peres,Olympique Marseille,LB,27,19,1685,8.81,6.25,55.56,2.51,53.19,0.48,4.7,7.54,0.59,0,0,0.5,0.03,0.05,0.32,33.33,0.11,6.78,78.74,0.48,33.33,0.43,37.5,0.27,0.16,6.57,73.98,54.8,89.96,19.82,83.02,3.31,56.45,3.16,0,0,0,0.66,0.04,0.74,33.33,0,3.6,29.31,2.92,61.7,6.88,47.75,0.93,2.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Acuña,Sevilla,LB,30,17,1270,6.45,5.81,62.2,1.84,34.62,0.14,2.76,4.74,1.13,3,0.21,2.08,0.15,0,0.35,40,0.92,7.8,66.36,5.24,47.3,1.42,50,0.78,1.91,11.62,84.15,60.02,83.71,19.2,73.43,7.3,61.17,3.85,0,0,0,0.25,0.02,0.72,33.33,0,2.25,46.43,4.89,47.54,8.98,41.96,0.88,3.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Bakker,Bayer Leverkusen,LB,21,11,894,8.05,5.84,62.07,1.81,61.11,0,3.93,5.39,0.6,2,0.2,0.23,0.02,0.1,0.5,20,0.3,5.03,66,1.81,38.89,0.6,16.67,0.6,0.5,8.76,60.92,48.12,80.96,18.52,74.46,3.12,38.71,2.16,0,0,0,0.59,0.08,1.14,33.33,0,0.89,42.86,2.42,52.63,5.21,51.22,1.4,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Bard,Nice,LB,21,17,1510,9.48,7.03,62.71,2.44,56.1,0.12,4.89,6.2,0.72,1,0.06,0.37,0.02,0.06,0.36,66.67,0.12,7.81,69.47,2.74,39.13,0.42,28.57,0.54,0.48,9.95,77.25,55.31,83.94,19.43,73.31,4.35,47.95,1.7,0,0,0,0.42,0.02,0.34,33.33,0,2.78,34.69,1.02,61.11,2.55,75.56,0.57,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Mittelstädt,Hertha BSC,LB,24,11,862,12.11,8.77,59.52,3.65,45.71,0.31,6.16,7.22,0.94,3,0.31,0.82,0.09,0,0.52,20,0.31,2.92,64.29,3.65,48.57,0.31,0,0.63,1.15,8.04,59.74,33.83,72.84,12.63,64.46,2.71,42.31,4.39,0,0,0,0.15,0.02,2,0.21,0,0,3.45,33.33,4.8,65.22,9.08,56.32,0.42,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Olivera,Getafe,LB,24,17,1602,12.81,10,64.04,5.9,46.67,0.06,6.07,7.17,1.57,0,0,1.18,0.07,0,0.06,0,0.28,3.71,65.15,1.97,48.57,0,0,0.51,0.84,6.07,68.52,33.31,77.23,11.63,69.57,3.03,48.15,4.98,0,0,0,0.34,0.04,1.39,33.33,0,4.17,25,5.68,61.22,10.19,55.68,1.16,3.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Pedersen,Augsburg,LB,25,16,854,9.48,7.38,61.43,1.58,46.67,0.32,4.32,4.68,1.16,0,0,0.43,0.05,0,0.32,33.33,0.11,2.63,56,1.9,33.33,0.21,50,0.32,0.21,4.53,62.79,21.92,70.19,8.75,59.04,3.37,31.25,5.25,1,0.05,1,2.02,0.09,1.78,34.21,2.632,3.89,34.94,4.03,61.63,5.9,52.38,2.06,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Plattenhardt,Hertha BSC,LB,29,14,1209,9.08,6.25,61.9,2.01,48.15,0.15,5.06,6.32,0.74,0,0,1.57,0.12,0.07,0.07,0,0.15,4.39,69.49,1.49,60,0,0,0.07,0.74,8.41,69.91,34.54,80.39,15.56,74.16,4.32,50,4.8,2,0.24,2,1.87,0.22,2.76,34.78,8.696,2.16,33.33,4.68,58.97,7.44,51.61,2.88,3.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Ristić,Montpellier,LB,26,18,1084,9.88,8.14,52.04,1.83,40.91,0.33,5.4,6.75,1.16,1,0.08,0.74,0.06,0,0.25,33.33,0.42,5.15,70.97,2.91,31.43,0.91,45.45,0.08,0.91,8.05,70.1,36.95,77.53,15.11,69.78,4.4,54.72,5.02,1,0.05,1,0.81,0.04,1,35,5,4.23,23.53,5.32,67.29,8.01,55.28,1.44,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Ritchie,Newcastle United,LB,32,16,1448,8.58,5.9,58.95,2.24,38.89,0.19,4.66,5.16,0.81,2,0.12,3.06,0.19,0.06,0.25,50,0.44,4.97,65,2.92,48.94,0.31,40,0.31,1.24,8.64,76.26,30.46,77.76,13.55,69.27,4.85,52.56,2.02,0,0,0,0.97,0.06,0.91,35.71,0,2.74,35.71,1.37,47.62,3.79,34.48,0.72,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Targett,Aston Villa,LB,26,17,1556,9.37,6.65,45.22,3.35,53.45,0.35,5.49,6.92,0.87,1,0.06,1.72,0.1,0,0.4,28.57,0.4,7.23,63.2,3.18,38.18,0.64,45.45,0.52,0.75,8.79,75.66,37.37,75.23,15.91,67.64,5.09,54.55,4.39,1,0.05,1,0.81,0.04,0.58,36.36,9.091,3.33,26.98,5.92,53.57,9.57,45.3,1.37,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Trauco,Saint-Étienne,LB,29,10,805,8.39,7.16,60.94,1.79,25,0.34,3.8,4.93,0.56,0,0,0.14,0.02,0,0.34,0,0.11,6.15,49.09,3.8,47.06,1.9,35.29,1.01,1.12,8.61,63.64,44.94,74.63,17.78,59.75,6.26,41.07,6.21,0,0,0,2.17,0.15,1.08,37.5,0,2.63,33.33,8.5,57.14,12.28,52.75,3.58,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Viña,Roma,LB,24,17,1340,10.61,7.86,64.1,1.95,41.38,0.2,4.97,5.98,0.54,1,0.07,0.85,0.06,0,0.54,75,0.27,4.16,70.97,1.34,60,0.47,57.14,0.47,0.67,7.32,68.81,36,81.16,14.57,76.5,2.62,38.46,4.41,0,0,0,0.73,0.05,0.56,37.5,0,7.62,40.37,1.61,60.87,4.41,55.56,2.59,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M. Vojvoda,Torino,LB,26,13,781,6.34,5.07,54.55,3.34,44.83,0.35,3.57,5.25,0.35,1,0.12,1.03,0.12,0,0.35,33.33,0.23,5.99,59.62,3.23,35.71,1.15,0,0.12,1.27,8.18,78.87,37.34,77.78,13.25,67.83,4.84,54.76,2.49,0,0,0,0.45,0.03,0.54,37.5,0,2.08,32.26,1.95,62.07,3.43,49.02,1.34,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manu Sánchez,Osasuna,LB,21,18,1258,9.94,8.66,65.29,1.93,25.93,0.14,4.01,4.72,1.29,2,0.14,1.3,0.09,0,0.36,60,0.36,5.29,58.11,2.72,60.53,1,35.71,0.86,1.14,7.01,81.63,31.48,76.36,12.88,70,3.29,52.17,2.12,0,0,0,1.44,0.08,0.85,37.5,0,2.02,39.47,1.06,85,3.02,70.18,1.33,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marc Cucurella,Brighton,LB,23,18,1635,8.09,7.43,57.04,1.82,48.48,0.28,3.8,5.73,0.61,1,0.06,1.83,0.1,0,0.28,100,0.33,4.9,64.04,2.86,55.77,0.33,16.67,0.88,0.99,8.86,72.05,50.31,83.26,14.15,73.15,2.81,37.25,2.52,0,0,0,0.43,0.03,0.48,37.5,0,3.12,34.62,1.86,58.06,3.78,53.97,1.62,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marçal,Wolverhampton Wanderers,LB,32,11,1041,11.33,9.86,57.02,2.85,60.61,0,5.1,6.23,1.56,0,0,0.17,0.01,0,0.43,40,0.17,3.11,63.89,3.54,24.39,0.78,33.33,0.43,0.95,6.92,65,38.99,75.61,10.46,58.68,3.63,45.24,2.97,0,0,0,2.16,0.15,1.08,37.5,0,4.25,36.51,1.89,50,4.31,45.31,1.89,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcos Alonso,Chelsea,LB,31,15,1357,9.35,5.84,55.68,2.85,58.14,0.2,5.9,8.34,0.99,2,0.13,2.8,0.19,0.13,0.27,75,0.6,3.38,62.75,3.05,50,0.66,50,0.6,1.13,7.03,65.09,38.8,78.97,12.2,65.22,3.98,50,4.11,0,0,0,0.34,0.03,0.67,37.5,0,2.94,28.57,5.04,60,7.72,50,0.76,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mário Rui,Napoli,LB,30,18,1696,7.32,6.58,54.03,1.54,31.03,0.21,3.61,5.51,0.85,2,0.11,1.06,0.06,0,0.37,28.57,0.32,6.63,73.6,2.71,60.78,0.64,33.33,0.96,0.8,9.18,80.35,61.93,88.35,18.52,81.38,6.85,67.44,4.73,1,0.06,1,0.41,0.02,0.73,38.46,7.692,3.04,29.63,5.3,59.57,7.38,59.54,0.62,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mikel Balenziaga,Athletic Bilbao,LB,33,17,1561,9.86,6.98,65.29,2.42,54.76,0.12,5.3,6.72,0.63,0,0,0.62,0.04,0,0.06,100,0.23,3.98,73.91,2.65,32.61,0.35,50,0.52,0.58,7.78,71.85,33.9,79.76,11.93,72.46,4.09,50.7,3.02,2,0.1,1,2.34,0.12,0.94,38.89,11.111,3.8,41.1,1.51,62.07,2.86,50.91,1.09,1.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Cozza,Montpellier,LB,22,17,1394,10.27,8.26,57.81,2.32,55.56,0.58,4.97,6.06,0.84,1,0.06,0.27,0.02,0.06,0.06,0,0.13,4,56.45,1.03,56.25,0.26,25,0.19,0.58,6.26,60.82,37.7,80.31,15.11,68.8,3.42,33.96,3.59,0,0,0,0.43,0.05,0.58,40,0,3.59,16.13,5.33,52.17,8.57,43.24,1.51,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N. Gießelmann,Union Berlin,LB,30,17,1436,8.15,5.26,69.05,2.38,47.37,0.19,3.82,4.25,0.69,2,0.13,1.52,0.1,0,0.38,50,0.19,5.2,62.65,2.88,41.3,0.56,33.33,0.13,1.19,8.21,75.57,32.84,74.81,12.97,68.12,5.14,46.34,4.59,2,0.12,2,1.11,0.07,0.88,40,13.333,6.36,40.74,2.77,53.19,4.89,45.78,1.65,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
